space_time_id,GID_0,NAME_0,GID_2,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,source,radio,mcc,net,ran_usd,tower_usd,power_usd,backhaul_usd,labor_usd,total_usd,pop,wealth_usd,wealth_cfa,usd_to_cfa,direct_cost,indirect_cost_usd,value_at_risk,protection_costs,benefit-cost-ratio
2020_7_8_0.9853_13.2535,BFA,Burkina Faso,BFA.12.4_1,Sahel,2020,7,8,BFA,Sahel,Tangangari,communications,radio station,Looting/property destruction,ransacking,unknown,"On 8 July 2020, suspected ISGS militants vandalized a local radio station in Tangangari (Boundore, Yagha).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),Journalists (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6602.373787846765,1835034,2937,0.0016,91000,21115.4597260274,112115.4597260274,2575.757575757576,43.527178481869456
2022_4_14_-0.0244_12.5465,BFA,Burkina Faso,BFA.8.1_1,Est,2022,4,14,BFA,Est,Bilanga,communications,antenna,Looting/property destruction,arson,burned,"Looting: On 14 April 2022, presumed JNIM militants seized two vehicles belonging to a construction company and burned the prefecture and two telecommunications antennas in the town of Bilanga (Bilanga, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso); Government of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,39794.77573958884,12805237,20497,0.0016,91000,147347.93260273975,238347.93260273972,2575.757575757576,92.53507971635776
2021_9_16_-4.078_12.0593,BFA,Burkina Faso,BFA.1.2_1,Boucle du Mouhoun,2021,9,16,BFA,Boucle du Mouhoun,Baye,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 September 2021, unknown gunmen burned a telecommunications antenna in the village of Baye (Solenzo, Banwa).",0,Unidentified Armed Group (Burkina Faso),,Political Militias,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,17482.370648989847,4989824,7991,0.0016,91000,57417.15287671232,148417.15287671232,2575.757575757576,57.62077699919419
2022_1_14_-2.7586_14.0445,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,1,14,BFA,Nord,Kain,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Kain (Kain, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,5800.560420191398,1516059,2431,0.0016,91000,17445.062465753424,108445.06246575342,2575.757575757576,42.10220072199839
2022_8_25_-0.1167_12.25,BFA,Burkina Faso,BFA.3.3_1,Centre-Est,2022,8,25,BFA,Centre-Est,Banogo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 25 August 2022, presumed JNIM militants burned a telecommunications antenna in the village of Banogo (Gounguen, Kourittenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,11586.272110094727,3426516,5479,0.0016,91000,39428.40328767124,130428.40328767124,2575.757575757576,50.63690951168413
2022_1_24_-3.956_13.007,BFA,Burkina Faso,BFA.1.3_1,Boucle du Mouhoun,2022,1,24,BFA,Boucle du Mouhoun,Bomborokui,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 24 January 2022, presumed JNIM militants burned a telecommunications antenna in the town of Bomborokui (Bomborokui, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,11130.530106811402,3906363,6255,0.0016,91000,44949.93041095891,135949.9304109589,2575.757575757576,52.78056121837228
2022_2_24_-0.9315_13.8543,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2022,2,24,BFA,Centre-Nord,Foube,communications,antenna,Attack on civilians,arson,burned,"On 24 February 2022, presumed JNIM militants attacked the village of Foube (Barsalogho, Sanmatenga). The militants killed two IDP persons, wounded two others, and burned houses, a school, and a telecommunications antenna.",2,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Refugees/IDPs (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12762.826379730854,3226067,5170,0.0016,91000,37121.86684931507,128121.86684931506,2575.757575757576,49.74143065914584
2022_5_8_-0.2131_13.2583,BFA,Burkina Faso,BFA.8.1_1,Est,2022,5,8,BFA,Est,Manni,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 8 May 2022, presumed JNIM militants burned classrooms and offices at a high school and destroyed a telecommunications antenna in the town of Manni (Manni, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,66000.01602737415,21129649,33816,0.0016,91000,243135.68712328767,334135.6871232877,2575.757575757576,129.72326676551168
2022_9_1_1.9187_11.8399,BFA,Burkina Faso,BFA.8.5_1,Est,2022,9,1,BFA,Est,Kotchari,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Kotchari (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,23718.558584680904,5995488,9596,0.0016,91000,68989.17698630136,159989.17698630138,2575.757575757576,62.113445182917
2022_10_13_-3.3958_11.5096,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,13,BFA,Hauts-Bassins,Dossi,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 13 October 2022, presumed JNIM militants burned a telecommunications installation in the village of Dossi (Boni, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,11558.163832015063,2943606,4710,0.0016,91000,33871.63068493151,124871.6306849315,2575.757575757576,48.47957426591458
2022_2_7_-2.9112_13.315,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,2,7,BFA,Boucle du Mouhoun,Bangassogo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 7 February 2022, presumed JNIM militants burned telecommunications antennas in the village of Bangassogo (Kiembara, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12613.31733707726,3135290,5004,0.0016,91000,36077.3095890411,127077.3095890411,2575.757575757576,49.33589666398066
2022_6_19_-1.3722_13.3404,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,6,19,BFA,Centre-Nord,Biliga,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 19 June 2022, suspected JNIM militants destroyed two telecommunications antennas in the village of Biliga (Nassere, Bam). The militants also ordered residents to leave.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,20743.59972647,5693894,9107,0.0016,91000,65518.7802739726,156518.7802739726,2575.757575757576,60.76611469460112
2023_3_16_-0.4516_12.6905,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2023,3,16,BFA,Centre-Nord,Gaoga,communications,installation,Attack on civilians,arson,burned,"On 16 March 2023, presumed JNIM militants attacked the village of Gaoga (Namentenga, Centre-Nord). One civilian was killed. The militants also set fire to the local market and the cell phone installations.",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,10947.240172040563,3182276,5093,0.0016,91000,36617.97041095892,127617.97041095892,2575.757575757576,49.54580027719581
2022_2_20_-2.5458_13.5407,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,2,20,BFA,Nord,Tangaye,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 20 February 2022, presumed JNIM militants burned telecommunications antennas in the town of Tangaye (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,25277.49954304777,10463526,16742,0.0016,91000,120402.21698630138,211402.21698630136,2575.757575757576,82.07380188879935
2023_1_17_-2.9762_12.921,BFA,Burkina Faso,BFA.1.5_1,Boucle du Mouhoun,2023,1,17,BFA,Boucle du Mouhoun,Saran,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 17 January 2023, presumed JNIM burned telecommunications installations in the village of Saran (Yaba, Nayala).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,11859.554459144329,3314506,5302,0.0016,91000,38139.52109589041,129139.5210958904,2575.757575757576,50.1365199548751
2021_6_8_-1.8111_13.9786,BFA,Burkina Faso,BFA.12.3_1,Sahel,2021,6,8,BFA,Sahel,Bougue,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Looting: On 8 June 2021, presumed JNIM militants sabotaged a telecommunications antenna by seizing the batteries in the village of Bougue (Pobe-Mengao, Soum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12665.340534242678,3459991,5525,0.0016,91000,39813.59506849315,130813.59506849316,2575.757575757576,50.78645455600322
2022_12_21_1.6992_11.8606,BFA,Burkina Faso,BFA.8.5_1,Est,2022,12,21,BFA,Est,Namounou,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 21 December 2022, presumed JNIM militants sabotaged telecommunications antennas in Namounou (Namounou, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,41531.77764147003,13632968,21804,0.0016,91000,156872.50849315067,247872.50849315067,2575.757575757576,96.23285623851731
2022_12_26_-2.6051_12.9117,BFA,Burkina Faso,BFA.10.2_1,Nord,2022,12,26,BFA,Nord,Bagare,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 26 December 2022, presumed JNIM militants burned telecommunications installations in the village of Bagare (Bagare, Passore).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,17232.1430136919,4325095,6928,0.0016,91000,49768.216438356176,140768.21643835618,2575.757575757576,54.65118991136181
2022_10_6_-3.0694_13.0725,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,10,6,BFA,Boucle du Mouhoun,Tougan,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 6 October 2022, presumed JNIM militants burned a Digital Terrestrial Television (DTT) antenna in Tougan (Tougan, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,19009.84424327606,9444690,15105,0.0016,91000,108678.62465753424,199678.62465753424,2575.757575757576,77.52228957292505
2022_10_29_-3.6869_11.6261,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,29,BFA,Hauts-Bassins,Bereba,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 29 October 2022, presumed JNIM militants destroyed a telecommunication installation in the village of Bereba (Bereba, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,17359.14565027512,4485189,7178,0.0016,91000,51610.393972602746,142610.39397260273,2575.757575757576,55.36638824818694
2022_2_10_0.4331_12.0621,BFA,Burkina Faso,BFA.8.2_1,Est,2022,2,10,BFA,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,46925.7172268864,38068385,60909,0.0016,91000,438047.1698630138,529047.1698630138,2575.757575757576,205.39478359387596
2022_10_19_-2.4641_13.502,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,10,19,BFA,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,74334.62297407865,81065913,129711,0.0016,91000,932813.245479452,1023813.245479452,2575.757575757576,397.4804364802578
2023_2_12_0.01_11.2137,BFA,Burkina Faso,BFA.3.2_1,Centre-Est,2023,2,12,BFA,Centre-Est,Yargatenga,communications,installation,Armed clash,destruction,destroyed,"On 12 February 2023, presumed JNIM militants attacked the town of Yargatenga (Yargatenga, Koulpelogo). One volunteer fighter (VDP) and seventeen civilians were killed. The militants also destroyed telecommunications installations.",18,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,VDP: Volunteer for Defense of Homeland,,Identity Militias,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,32999.69225330353,11755058,18798,0.0016,91000,135263.68109589044,226263.68109589044,2575.757575757576,87.84354677840452
2022_9_3_-2.6316_13.1,BFA,Burkina Faso,BFA.10.4_1,Nord,2022,9,3,BFA,Nord,Posso,communications,installation,Looting/property destruction,gunfire,damaged,"Property destruction: On 3 September 2022, presumed JNIM militants damaged telecommunications installations by riddling them with bullets in the village of Posso (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8350.527075727357,2136808,3418,0.0016,91000,24587.92767123288,115587.92767123289,2575.757575757576,44.875313095890405
2022_1_18_-2.5235_13.7202,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,1,18,BFA,Nord,Rim,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 18 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Rim (Koumbri, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,23555.284803661816,7137289,11418,0.0016,91000,82127.7090410959,173127.70904109592,2575.757575757576,67.21428703948429
2022_10_6_-3.4833_11.65,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,6,BFA,Hauts-Bassins,Kiere,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 6 October 2022, presumed JNIM militants destroyed telecommunications antennas in the village of Kiere (Hounde, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,19024.07073535213,4970671,7946,0.0016,91000,57196.76219178082,148196.7621917808,2575.757575757576,57.53521355680902
2023_3_29_-3.709_11.9633,BFA,Burkina Faso,BFA.1.4_1,Boucle du Mouhoun,2023,3,29,BFA,Boucle du Mouhoun,Kera,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 29 March 2023, presumed JNIM militants destroyed cell phone network antenna in the village of Kera (Bondokui, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,11469.856312600938,2939142,4702,0.0016,91000,33820.26410958904,124820.26410958904,2575.757575757576,48.45963194842869
2021_12_12_-1.9651_13.6803,BFA,Burkina Faso,BFA.10.1_1,Nord,2021,12,12,BFA,Nord,Ouindigui,communications,antenna,Attack on civilians,destruction,destroyed,"On 12 December 2021, presumed JNIM militants attacked the village of Ouindigui (Ouindigui, Loroum). The militants killed five people including volunteer fighters (VDP) (assumed unarmed) and civilians, abducted two health workers, and destroyed telecommun",5,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland; Labour Group (Burkina Faso); Health Workers (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,18060.235538434943,5007943,8006,0.0016,91000,57625.64547945205,148625.64547945204,2575.757575757576,57.7017211861402
2022_9_8_-4.3379_11.8982,BFA,Burkina Faso,BFA.1.2_1,Boucle du Mouhoun,2022,9,8,BFA,Boucle du Mouhoun,Kouka,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 8 September 2022, presumed JNIM militants burned telecommunications installations in the town of Kouka (Kouka, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,26671.98593047646,7178711,11484,0.0016,91000,82604.34575342467,173604.34575342468,2575.757575757576,67.39933423368252
2022_11_3_-2.3679_13.6703,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,11,3,BFA,Nord,Youba,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Property destruction: On 3 November 2022, presumed JNIM militants sabotaged a telecommunications antenna by removing the batteries in the village of Youba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,37339.750458440605,19623972,31400,0.0016,91000,225810.0887671233,316810.0887671233,2575.757575757576,122.99685799194198
2022_1_14_-2.3221_13.6553,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,1,14,BFA,Nord,Ouahigouya Airport,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 14 January 2022, presumed JNIM militants destroyed a telecommunications antenna near the Ouahigouya Airport (Namissiguima, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,15091.709488648228,6929190,11084,0.0016,91000,79733.14520547945,170733.14520547946,2575.757575757576,66.28463284448026
