year,month,country_1,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,latitude,longitude,coordinate,source,radio,mcc,net,area,distance_to_event_m
2022,2,Burkina Faso,Est,Yamba,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 7 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the town of Yamba (Yamba, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.2975,0.3386,"12.2975,0.3386",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,4975.51166706961
2022,2,Burkina Faso,Est,Yamba,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 7 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the town of Yamba (Yamba, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.2975,0.3386,"12.2975,0.3386",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,5394.669521320848
2022,7,Burkina Faso,Centre-Nord,Zeguedeguen,communications,antenna,Armed clash,arson,burned,"On 1 July 2022, presumed JNIM militants attacked the gendarmerie in the town of Zeguedeguen (Zeguedeguen, Namentenga). One gendarme was killed, and the militants burned the facility, tricycles, and a telecommunications antenna.",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Police Forces of Burkina Faso (2022-) Gendarmerie,,State Forces,12.9648,-0.4536,"12.9648,-0.4536",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,7,Burkina Faso,Centre-Nord,Zeguedeguen,communications,antenna,Armed clash,arson,burned,"On 1 July 2022, presumed JNIM militants attacked the gendarmerie in the town of Zeguedeguen (Zeguedeguen, Namentenga). One gendarme was killed, and the militants burned the facility, tricycles, and a telecommunications antenna.",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Police Forces of Burkina Faso (2022-) Gendarmerie,,State Forces,12.9648,-0.4536,"12.9648,-0.4536",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,7,Burkina Faso,Centre-Nord,Zeguedeguen,communications,antenna,Armed clash,arson,burned,"On 1 July 2022, presumed JNIM militants attacked the gendarmerie in the town of Zeguedeguen (Zeguedeguen, Namentenga). One gendarme was killed, and the militants burned the facility, tricycles, and a telecommunications antenna.",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Police Forces of Burkina Faso (2022-) Gendarmerie,,State Forces,12.9648,-0.4536,"12.9648,-0.4536",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,1,Burkina Faso,Nord,Titao,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Titao (Titao, Loroum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.7677,-2.071,"13.7677,-2.071",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,305.0,7821.545251589932
2022,1,Burkina Faso,Nord,Titao,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Titao (Titao, Loroum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.7677,-2.071,"13.7677,-2.071",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3004.0,143.14285738179032
2022,1,Burkina Faso,Nord,Titao,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Titao (Titao, Loroum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.7677,-2.071,"13.7677,-2.071",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3004.0,437.2494771353409
2022,3,Burkina Faso,Nord,Aorema,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 24 March 2022, presumed JNIM militants set off explosives and destroyed telecommunications antenna in the village of Aorema (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.6758,-2.3336,"13.6758,-2.3336",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,302.0,9065.25364040105
2022,3,Burkina Faso,Nord,Aorema,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 24 March 2022, presumed JNIM militants set off explosives and destroyed telecommunications antenna in the village of Aorema (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.6758,-2.3336,"13.6758,-2.3336",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,30.0,9074.778816085156
2022,3,Burkina Faso,Nord,Aorema,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 24 March 2022, presumed JNIM militants set off explosives and destroyed telecommunications antenna in the village of Aorema (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.6758,-2.3336,"13.6758,-2.3336",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,302.0,9086.240775306627
2022,3,Burkina Faso,Nord,Aorema,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 24 March 2022, presumed JNIM militants set off explosives and destroyed telecommunications antenna in the village of Aorema (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.6758,-2.3336,"13.6758,-2.3336",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3003.0,8821.932137612506
2022,3,Burkina Faso,Nord,Aorema,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 24 March 2022, presumed JNIM militants set off explosives and destroyed telecommunications antenna in the village of Aorema (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.6758,-2.3336,"13.6758,-2.3336",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,9099.76152838972
2022,1,Burkina Faso,Nord,Kain,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Kain (Kain, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,14.0445,-2.7586,"14.0445,-2.7586",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,1,Burkina Faso,Nord,Kain,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Kain (Kain, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,14.0445,-2.7586,"14.0445,-2.7586",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,1,Burkina Faso,Nord,Kain,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Kain (Kain, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,14.0445,-2.7586,"14.0445,-2.7586",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,10,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,30.0,7631.829777465736
2022,10,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,302.0,7938.857106296057
2022,10,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,30.0,7948.874765225138
2022,10,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3004.0,6941.949615609389
2022,10,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,7938.857106296057
2022,10,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,8011.44845226818
2021,5,Niger,Tillaberi,Petel Kole,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 7 May 2021, presumed ISWAP (Greater Sahara) militants burned a telecom antenna in the village of Petel Kole (Tera, Tillaberi).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Niger),,Civilians,13.9931,0.4199,"13.9931,0.4199",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2021,5,Niger,Tillaberi,Petel Kole,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 7 May 2021, presumed ISWAP (Greater Sahara) militants burned a telecom antenna in the village of Petel Kole (Tera, Tillaberi).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Niger),,Civilians,13.9931,0.4199,"13.9931,0.4199",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2021,5,Niger,Tillaberi,Petel Kole,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 7 May 2021, presumed ISWAP (Greater Sahara) militants burned a telecom antenna in the village of Petel Kole (Tera, Tillaberi).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Niger),,Civilians,13.9931,0.4199,"13.9931,0.4199",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,2,Burkina Faso,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.0811,0.7233,"11.0811,0.7233",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,81.61237018740836
2022,2,Burkina Faso,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.0811,0.7233,"11.0811,0.7233",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,81.61237018740836
2022,2,Burkina Faso,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.0811,0.7233,"11.0811,0.7233",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,3164.947920584555
2022,2,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,747.104030313433
2022,2,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,2147.37180527035
2022,2,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,4461.403131590084
2022,2,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3003.0,5042.524480754146
2022,2,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3001.0,6097.127788257527
2022,2,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,6347.489206950887
2022,1,Burkina Faso,Nord,Douma,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Douma (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.6128,-2.7605,"13.6128,-2.7605",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,1,Burkina Faso,Nord,Douma,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Douma (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.6128,-2.7605,"13.6128,-2.7605",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,1,Burkina Faso,Nord,Douma,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Douma (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.6128,-2.7605,"13.6128,-2.7605",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,10,Burkina Faso,Centre-Nord,Damkarko,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 9 October 2022, presumed JNIM militants burned a telecommunications antenna in the village of Damkarko (Bouroum, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.6334,-0.5758,"13.6334,-0.5758",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,10,Burkina Faso,Centre-Nord,Damkarko,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 9 October 2022, presumed JNIM militants burned a telecommunications antenna in the village of Damkarko (Bouroum, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.6334,-0.5758,"13.6334,-0.5758",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,10,Burkina Faso,Centre-Nord,Damkarko,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 9 October 2022, presumed JNIM militants burned a telecommunications antenna in the village of Damkarko (Bouroum, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.6334,-0.5758,"13.6334,-0.5758",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,1,Burkina Faso,Nord,Rim,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 18 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Rim (Koumbri, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.7202,-2.5235,"13.7202,-2.5235",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,1,Burkina Faso,Nord,Rim,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 18 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Rim (Koumbri, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.7202,-2.5235,"13.7202,-2.5235",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2022,1,Burkina Faso,Nord,Rim,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 18 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Rim (Koumbri, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.7202,-2.5235,"13.7202,-2.5235",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2021,2,Burkina Faso,Sahel,Tongomayel,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Looting: On 27 February 2021, presumed JNIM militants removed a generator from a telecommunications antenna in Tongomayel (Tongomayel, Soum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,14.0664,-1.4817,"14.0664,-1.4817",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
2021,2,Burkina Faso,Sahel,Tongomayel,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Looting: On 27 February 2021, presumed JNIM militants removed a generator from a telecommunications antenna in Tongomayel (Tongomayel, Soum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,14.0664,-1.4817,"14.0664,-1.4817",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
